track_name,artist(s)_name,artist_count,album,explicit,popularity,release_date,streams,duration_in_min,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
OWN MY MIND,Måneskin,1,RUSH! (ARE U COMING?),False,63,2023-11-10,,3.1976,114,C#,Minor,69,69,76,1,1,5,3
GOSSIP (feat. Tom Morello),"Måneskin, Tom Morello",2,RUSH! (ARE U COMING?),True,62,2023-11-10,,2.804666666666667,139,A,Major,71,92,83,1,0,10,7
TIMEZONE,Måneskin,1,RUSH! (ARE U COMING?),True,62,2023-11-10,,2.99385,84,E,Major,48,27,59,1,0,7,4
BLA BLA BLA,Måneskin,1,RUSH! (ARE U COMING?),True,61,2023-11-10,,3.0776666666666666,147,D,Major,74,88,73,2,0,16,8
BABY SAID,Måneskin,1,RUSH! (ARE U COMING?),False,61,2023-11-10,,2.7447,131,F#,Minor,63,60,72,1,0,8,4
GASOLINE,Måneskin,1,RUSH! (ARE U COMING?),False,61,2023-11-10,,3.6843666666666666,128,F,Minor,57,36,70,1,5,11,7
FEEL,Måneskin,1,RUSH! (ARE U COMING?),True,59,2023-11-10,,2.7995,124,A,Major,63,58,66,1,1,8,10
DON'T WANNA SLEEP,Måneskin,1,RUSH! (ARE U COMING?),False,59,2023-11-10,,2.60095,134,D,Major,53,77,92,1,1,35,6
KOOL KIDS,Måneskin,1,RUSH! (ARE U COMING?),True,58,2023-11-10,,2.7196166666666666,154,C#,Major,49,29,81,1,1,15,9
IF NOT FOR YOU,Måneskin,1,RUSH! (ARE U COMING?),False,58,2023-11-10,,3.247916666666667,138,A,Major,52,30,44,59,1,10,3
READ YOUR DIARY,Måneskin,1,RUSH! (ARE U COMING?),False,58,2023-11-10,,2.5116,131,G,Major,55,69,86,1,1,8,6
MARK CHAPMAN,Måneskin,1,RUSH! (ARE U COMING?),False,58,2023-11-10,,3.6694666666666667,172,E,Minor,45,24,97,1,0,43,7
LA FINE,Måneskin,1,RUSH! (ARE U COMING?),False,57,2023-11-10,,3.3430833333333334,112,D,Major,51,58,99,1,0,21,10
IL DONO DELLA VITA,Måneskin,1,RUSH! (ARE U COMING?),False,56,2023-11-10,,3.7460333333333335,101,G,Minor,30,31,78,1,2,13,3
MAMMAMIA,Måneskin,1,RUSH! (ARE U COMING?),True,56,2023-11-10,,3.1134833333333334,142,C#,Minor,77,80,68,1,0,10,7
SUPERMODEL,Måneskin,1,RUSH! (ARE U COMING?),False,56,2023-11-10,,2.4677333333333333,120,G,Major,64,81,88,1,0,12,6
THE LONELIEST,Måneskin,1,RUSH! (ARE U COMING?),False,57,2023-11-10,,4.117783333333334,129,D,Major,52,22,60,1,0,8,3
Chill Kill,Red Velvet,1,Chill Kill - The 3rd Album,False,67,2023-11-13,,3.58,148,C,Major,54,44,75,6,0,25,10
Knock Knock (Who's There?),Red Velvet,1,Chill Kill - The 3rd Album,False,63,2023-11-13,,3.3553333333333333,147,G#,Minor,62,63,80,35,0,36,11
Underwater,Red Velvet,1,Chill Kill - The 3rd Album,False,63,2023-11-13,,3.422,135,B,Major,59,42,71,29,0,14,11
Will I Ever See You Again?,Red Velvet,1,Chill Kill - The 3rd Album,False,62,2023-11-13,,3.187333333333333,95,G,Major,37,48,78,3,1,16,5
Nightmare,Red Velvet,1,Chill Kill - The 3rd Album,False,60,2023-11-13,,3.42155,162,A#,Minor,47,33,69,25,0,12,5
Iced Coffee,Red Velvet,1,Chill Kill - The 3rd Album,False,60,2023-11-13,,3.30645,206,A#,Major,31,28,60,33,0,8,4
One Kiss,Red Velvet,1,Chill Kill - The 3rd Album,False,60,2023-11-13,,3.32955,180,A,Minor,64,68,83,47,1,17,13
Bulldozer,Red Velvet,1,Chill Kill - The 3rd Album,False,59,2023-11-13,,2.67955,152,F#,Major,74,57,79,6,1,35,8
Wings,Red Velvet,1,Chill Kill - The 3rd Album,False,58,2023-11-13,,3.73155,170,D,Major,56,44,72,50,0,7,6
Scenery,Red Velvet,1,Chill Kill - The 3rd Album,False,57,2023-11-13,,3.4917833333333332,143,D,Major,55,22,48,56,0,13,4
Clocked In,"Larry June, Cardo",2,The Night Shift,True,55,2023-11-10,,3.4536,86,B,Minor,54,48,45,26,1,37,30
Chops on the Blade,"Larry June, Cardo",2,The Night Shift,True,54,2023-11-10,,3.6072,90,B,Minor,78,22,49,11,3,20,27
Ocean Cuisine,"Larry June, Cardo, 2 Chainz",3,The Night Shift,True,54,2023-11-10,,3.4076,155,E,Minor,36,47,72,1,1,28,9
Love of Money,"Larry June, Cardo",2,The Night Shift,True,60,2023-11-10,,2.8008,150,G,Major,70,51,73,1,0,17,24
Sweet Lady,"Larry June, Cardo, DeJ Loaf",3,The Night Shift,True,53,2023-11-10,,4.294,78,A#,Minor,71,82,50,14,1,19,19
Pop Out (feat. ScHoolboy Q),"Larry June, Cardo, ScHoolboy Q",3,The Night Shift,True,55,2023-11-10,,3.0024,91,F#,Major,78,75,40,57,1,12,23
The Great Escape,"Larry June, Cardo, The Alchemist",3,The Night Shift,True,54,2023-11-10,,2.7528,149,F,Minor,62,59,58,4,1,40,36
Glasshouse Knockin',"Larry June, Cardo",2,The Night Shift,True,53,2023-11-10,,2.4428,171,D,Major,65,51,49,9,1,30,34
Without You (Blxst Interlude),"Larry June, Cardo, Blxst",3,The Night Shift,True,52,2023-11-10,,2.742,87,D,Major,59,10,54,3,1,15,5
GRGP,"Larry June, Cardo, Too $hort, Peezy",4,The Night Shift,True,52,2023-11-10,,3.8728,92,F#,Minor,75,51,51,20,0,50,41
Stickin' and Movin',"Larry June, Cardo",2,The Night Shift,True,51,2023-11-10,,2.6676,97,G#,Minor,85,66,77,1,1,18,25
Won't Wait,"Larry June, Cardo, Jordan Ward",3,The Night Shift,True,52,2023-11-10,,2.9428,78,F#,Minor,51,28,56,13,0,17,26
Let Me Know,"Larry June, Cardo",2,The Night Shift,True,51,2023-11-10,,2.8716,81,G,Minor,55,52,76,27,0,22,39
Made A Way,"Larry June, Cardo, Payroll Giovanni",3,The Night Shift,True,51,2023-11-10,,2.984,88,C#,Major,74,43,49,18,1,30,20
Road Runnin',"Larry June, Cardo",2,The Night Shift,True,50,2023-11-10,,3.0664,83,D,Major,73,37,41,13,1,22,29
Big Fish,"Larry June, Cardo, Alemán",3,The Night Shift,True,51,2023-11-10,,2.7516,96,E,Minor,76,11,53,9,47,15,13
The Good Kind,"Larry June, Cardo",2,The Night Shift,True,49,2023-11-10,,3.1684,91,A,Minor,75,40,60,39,0,9,22
Heaven,Niall Horan,1,The Show: The Encore,False,50,2023-11-03,,3.1007166666666666,91,F,Major,58,68,78,8,0,33,3
If You Leave Me,Niall Horan,1,The Show: The Encore,False,50,2023-11-03,,2.98405,163,C#,Major,65,89,84,1,1,6,18
Meltdown,Niall Horan,1,The Show: The Encore,False,49,2023-11-03,,2.5506333333333333,89,E,Major,60,77,87,1,0,35,7
Never Grow Up,Niall Horan,1,The Show: The Encore,False,49,2023-11-03,,3.4887166666666665,148,G,Major,58,57,84,7,1,13,8
The Show,Niall Horan,1,The Show: The Encore,False,49,2023-11-03,,3.1868,135,C,Major,42,10,56,39,0,23,4
You Could Start A Cult,Niall Horan,1,The Show: The Encore,False,48,2023-11-03,,3.3416166666666665,82,C,Major,37,29,20,93,1,12,4
Save My Life,Niall Horan,1,The Show: The Encore,False,48,2023-11-03,,2.955433333333333,155,A,Major,46,55,90,3,1,37,6
On A Night Like Tonight,Niall Horan,1,The Show: The Encore,False,47,2023-11-03,,3.125566666666667,81,D,Major,42,37,75,19,1,11,4
Science,Niall Horan,1,The Show: The Encore,False,48,2023-11-03,,2.7535666666666665,100,A#,Major,42,27,26,83,1,11,3
Must Be Love,Niall Horan,1,The Show: The Encore,False,48,2023-11-03,,3.1601333333333335,84,C,Major,58,56,87,2,0,20,6
You Could Start A Cult (with Lizzy McAlpine),"Niall Horan, Lizzy McAlpine",2,The Show: The Encore,False,61,2023-11-03,,3.2478333333333333,167,C,Major,42,29,25,93,1,13,4
The Show (with John Legend),"Niall Horan, John Legend",2,The Show: The Encore,False,61,2023-11-03,,3.1868,135,C,Major,37,14,62,42,0,21,4
Heaven - Live From Electric Picnic,Niall Horan,1,The Show: The Encore,False,50,2023-11-03,,3.1940166666666667,92,E,Major,49,35,88,1,0,92,5
If You Leave Me / Everybody Wants To Rule The World - Live From Electric Picnic,Niall Horan,1,The Show: The Encore,False,55,2023-11-03,,5.296866666666666,111,C#,Major,37,31,85,2,0,84,7
Meltdown - Stripped,Niall Horan,1,The Show: The Encore,False,52,2023-11-03,,3.7397666666666667,75,B,Major,52,32,36,80,0,21,3
Save My Life - Live from Electric Picnic,Niall Horan,1,The Show: The Encore,False,49,2023-11-03,,3.1391,154,F#,Minor,33,48,93,4,0,67,8
On A Night Like Tonight - Live,Niall Horan,1,The Show: The Encore,False,48,2023-11-03,,3.6381833333333335,81,D,Major,25,28,57,32,1,62,3
Science - Live From Spotify Studios,Niall Horan,1,The Show: The Encore,False,50,2023-11-03,,2.94105,97,A#,Major,59,39,8,96,0,74,4
Something In The Orange - Live From Spotify Studios,Niall Horan,1,The Show: The Encore,False,63,2023-11-03,,4.0354,112,G,Major,48,25,30,78,1,73,3
DYTA MAY,El Alfa,1,EL REY DEL DEMBOW,False,61,2023-11-10,,3.2014666666666667,170,A#,Minor,68,26,78,3,1,19,11
AQUI TA SMOKE,"El Alfa, Pop Smoke, Junior H",3,EL REY DEL DEMBOW,False,65,2023-11-10,,2.9,120,G#,Major,66,77,76,18,1,36,32
COMUN BURRO,"El Alfa, Rick Ross",2,EL REY DEL DEMBOW,False,60,2023-11-10,,2.7950833333333334,121,F,Minor,90,75,82,5,3,11,12
LOS PANAS,"El Alfa, BeezyRD",2,EL REY DEL DEMBOW,False,60,2023-11-10,,2.76785,112,F#,Major,86,69,80,61,1,8,19
PLEBADA,"El Alfa, Peso Pluma",2,EL REY DEL DEMBOW,False,54,2023-11-10,,3.69565,115,A,Major,85,77,98,29,1,35,8
MARTILLANDO,"El Alfa, Noriel",2,EL REY DEL DEMBOW,False,57,2023-11-10,,3.39285,112,C#,Major,90,18,73,5,7,11,17
QUE LA LAMBAN,"El Alfa, Bryant Myers, Noriel",3,EL REY DEL DEMBOW,False,59,2023-11-10,,4.016916666666667,132,F,Minor,88,42,75,12,0,11,6
APUESTA A MI,El Alfa,1,EL REY DEL DEMBOW,False,55,2023-11-10,,3.4671333333333334,120,A#,Minor,86,34,93,22,9,20,8
EL SAFARI Y LOS TETEOS,"El Alfa, De La Ghetto, Dowba Montana",3,EL REY DEL DEMBOW,False,55,2023-11-10,,3.3498666666666668,116,B,Major,86,75,89,47,1,11,10
YOU THE VIBE,"El Alfa, A$AP Ferg",2,EL REY DEL DEMBOW,False,54,2023-11-10,,3.3314666666666666,89,G#,Major,92,34,74,3,1,18,10
TRAKA,"El Alfa, Tito Double P",2,EL REY DEL DEMBOW,False,57,2023-11-10,,2.1791666666666667,120,F,Minor,96,96,87,13,1,8,10
DOGGY DOGGY,"El Alfa, Braulio Fogon",2,EL REY DEL DEMBOW,False,50,2023-11-10,,4.147833333333334,114,C#,Major,95,87,92,9,1,21,14
TE LLENASTE,"El Alfa, Yomel El Meloso, El Fother",3,EL REY DEL DEMBOW,False,47,2023-11-10,,3.681033333333333,116,B,Major,88,89,91,20,1,23,6
EL DUEÑO DE LO CROKY,"El Alfa, Yaisel LM, Chael Produciendo",3,EL REY DEL DEMBOW,False,47,2023-11-10,,3.045166666666667,119,B,Major,72,47,85,14,1,34,39
MOLI,"El Alfa, Papa Jeison",2,EL REY DEL DEMBOW,False,46,2023-11-10,,3.0084666666666666,118,E,Major,96,85,94,66,1,8,21
RULAY & PICA POLLO,"El Alfa, EL PERROTE WZ, Wander Love",3,EL REY DEL DEMBOW,False,46,2023-11-10,,4.396183333333333,118,F#,Major,90,91,88,6,1,90,15
PALETA PA TO EL MUNDO,"El Alfa, Wisin, YOVNGCHIMI",3,EL REY DEL DEMBOW,False,48,2023-11-10,,4.046616666666667,118,C#,Major,91,88,98,37,4,81,8
LA GRINGA,"El Alfa, Yandel, Duki, Lil Jon, El Cherry Scom, Polimá Westcoast",6,EL REY DEL DEMBOW,True,48,2023-11-10,,6.275,115,C,Minor,90,29,87,2,1,26,6
RICO FEO,"El Alfa, Flow 28, Polojoa",3,EL REY DEL DEMBOW,False,45,2023-11-10,,3.98795,112,F#,Minor,92,78,91,22,1,56,21
TEKIRIKI,"El Alfa, Chael Produciendo",2,EL REY DEL DEMBOW,False,44,2023-11-10,,3.0215833333333335,109,F#,Major,92,43,90,14,1,10,13
Tough Crowd,Jason Aldean,1,Highway Desperado,False,23,2023-11-03,,3.3437833333333336,134,D#,Major,49,26,97,2,1,37,7
Let Your Boys Be Country,Jason Aldean,1,Highway Desperado,False,24,2023-11-03,,3.2671166666666664,178,F,Major,38,57,75,35,1,10,4
Knew You’d Come Around,Jason Aldean,1,Highway Desperado,False,23,2023-11-03,,3.234,92,G#,Major,52,56,90,2,0,21,4
Hungover In A Hotel,Jason Aldean,1,Highway Desperado,False,22,2023-11-03,,3.40155,138,A,Major,47,39,83,7,1,10,4
Try That In A Small Town,Jason Aldean,1,Highway Desperado,True,23,2023-11-03,,3.026666666666667,145,C,Minor,46,38,87,6,1,11,6
Whiskey Drink,Jason Aldean,1,Highway Desperado,False,22,2023-11-03,,3.1733333333333333,89,C,Major,51,69,84,10,0,9,4
Whose Rearview,Jason Aldean,1,Highway Desperado,False,25,2023-11-03,,3.27955,96,G,Minor,54,55,88,16,1,15,4
I’m Over You,Jason Aldean,1,Highway Desperado,False,22,2023-11-03,,3.014883333333333,156,A,Major,29,40,70,42,0,10,6
Rather Watch You,Jason Aldean,1,Highway Desperado,False,21,2023-11-03,,3.550666666666667,141,D#,Major,51,38,77,22,0,12,4
Breakup Breakdown,Jason Aldean,1,Highway Desperado,False,21,2023-11-03,,3.01155,156,F#,Major,50,71,93,10,1,15,5
Get Away From You,Jason Aldean,1,Highway Desperado,False,21,2023-11-03,,3.33445,127,A#,Major,56,47,81,32,0,12,4
Changing Bars,Jason Aldean,1,Highway Desperado,False,20,2023-11-03,,3.41955,145,F#,Major,49,71,93,16,1,23,4
From This Beer On,Jason Aldean,1,Highway Desperado,False,20,2023-11-03,,3.1166666666666667,151,E,Major,46,39,86,24,0,9,4
Highway Desperado,Jason Aldean,1,Highway Desperado,False,27,2023-11-03,,4.41645,176,G#,Minor,38,44,98,8,1,12,10
I Might Forgive,Jeezy,1,I Might Forgive,True,48,2023-11-02,,3.1990166666666666,140,F,Major,68,39,59,3,0,12,5
My Name,Jeezy,1,I Might Forgive,True,47,2023-11-02,,2.6060833333333333,140,F#,Major,71,74,81,6,0,10,20
No Complaining,Jeezy,1,I Might Forgive,False,56,2023-11-02,,3.11015,139,D,Major,70,23,64,2,0,31,6
They Don't Love Me,Jeezy,1,I Might Forgive,True,44,2023-11-02,,3.6723166666666667,136,G,Minor,65,46,63,14,0,34,10
Trust No One,Jeezy,1,I Might Forgive,True,48,2023-11-02,,2.7493666666666665,76,G#,Minor,74,18,58,7,0,15,30
Sad,Jeezy,1,I Might Forgive,True,43,2023-11-02,,2.6980166666666667,77,B,Major,69,27,65,3,0,47,6
Couldn't Lose If I Tried,Jeezy,1,I Might Forgive,True,42,2023-11-02,,2.74275,100,G,Major,78,46,72,11,0,39,25
Rewrite History,Jeezy,1,I Might Forgive,True,41,2023-11-02,,2.5225833333333334,103,C#,Major,85,46,66,8,0,11,7
Never Had A Bad Day In My Life,Jeezy,1,I Might Forgive,True,41,2023-11-02,,2.8593166666666665,91,B,Minor,77,36,60,13,0,21,19
This Too Shall Pass,Jeezy,1,I Might Forgive,True,41,2023-11-02,,2.302233333333333,105,C,Minor,79,55,55,25,0,23,9
Don't Deserve Me,Jeezy,1,I Might Forgive,True,41,2023-11-02,,2.5681333333333334,88,A#,Minor,73,42,73,6,1,11,5
If I'm Being Honest,Jeezy,1,I Might Forgive,True,44,2023-11-02,,2.3402666666666665,159,F#,Minor,70,45,67,4,0,17,11
Don't Cheat,Jeezy,1,I Might Forgive,True,40,2023-11-02,,3.5535833333333335,80,E,Minor,72,35,63,37,0,11,26
Shine On Me,Jeezy,1,I Might Forgive,True,43,2023-11-02,,2.64605,77,A#,Major,56,35,59,2,0,12,21
Keep The Change,Jeezy,1,I Might Forgive,True,40,2023-11-02,,3.4781166666666667,83,G#,Minor,64,31,73,9,0,13,18
Ain’t Nothing New,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,48,2023-11-07,,2.360533333333333,189,F,Minor,62,51,73,44,0,17,47
Floaters,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,46,2023-11-07,,1.8476166666666667,105,G,Major,86,74,81,13,0,12,22
Loop Hole (feat. 21 Savage),"Tee Grizzley, 21 Savage",2,Tee’s Coney Island (Deluxe),True,49,2023-11-07,,2.5197,164,A,Major,75,50,55,1,1,34,35
City of God (feat. Chris Brown),"Tee Grizzley, Chris Brown",2,Tee’s Coney Island (Deluxe),True,43,2023-11-07,,2.26,99,G,Minor,81,53,61,18,0,29,36
One of One,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,44,2023-11-07,,2.2127666666666665,94,D,Major,81,32,69,6,0,7,29
The Sopranos (feat. Machine Gun Kelly),"Tee Grizzley, Machine Gun Kelly",2,Tee’s Coney Island (Deluxe),True,49,2023-11-07,,3.20765,189,A#,Minor,66,36,81,16,0,12,29
Off the Top,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,44,2023-11-07,,1.97115,103,B,Major,86,15,71,7,0,34,25
3 Sports,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,43,2023-11-07,,2.05825,137,A#,Minor,67,17,65,2,1,12,46
Grizzley 2Tymes (feat. Finesse2Tymes),"Tee Grizzley, Finesse2tymes",2,Tee’s Coney Island (Deluxe),True,43,2023-11-07,,2.7826166666666667,92,C#,Major,80,67,65,13,0,13,22
Fight This Case,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,41,2023-11-07,,2.7052,173,A,Minor,64,44,64,16,1,22,12
IDGAF (feat. Chris Brown and Mariah the Scientist),"Tee Grizzley, Chris Brown, Mariah the Scientist",3,Tee’s Coney Island (Deluxe),True,39,2023-11-07,,3.25,127,A#,Minor,69,29,74,2,0,13,6
Tried and Tried Again (feat. Cordae),"Tee Grizzley, Cordae",2,Tee’s Coney Island (Deluxe),True,45,2023-11-07,,2.30435,90,G,Major,66,78,77,29,0,31,33
I Love Tee,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,40,2023-11-07,,2.7549,102,C#,Major,81,25,66,7,1,38,7
Robbery 6,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,42,2023-11-07,,5.04615,97,D,Major,73,46,80,12,0,22,17
Gorgeous Remix (feat. City Girls),"Tee Grizzley, Skilla Baby, City Girls",3,Tee’s Coney Island (Deluxe),True,38,2023-11-07,,3.5744666666666665,93,D,Major,82,33,65,6,0,11,22
Charles Brown,Tee Grizzley,1,Tee’s Coney Island (Deluxe),True,38,2023-11-07,,4.4973,184,C#,Major,59,30,46,56,1,13,40
What’s That? (feat. PnB Rock),"Tee Grizzley, PnB Rock",2,Tee’s Coney Island (Deluxe),True,52,2023-11-07,,2.5635666666666665,185,C,Major,76,64,71,22,0,9,37
Walked Down (feat. Lil Yachty),"Tee Grizzley, Lil Yachty",2,Tee’s Coney Island (Deluxe),True,45,2023-11-07,,2.24285,99,A#,Minor,80,26,77,18,0,23,8
Green Text (feat. Kash Doll),"Tee Grizzley, Kash Doll",2,Tee’s Coney Island (Deluxe),True,40,2023-11-07,,2.3995,99,C#,Major,80,43,64,41,0,9,27
Tried and Tried Again Remix (feat. Mozzy & Cordae),"Tee Grizzley, Mozzy, Cordae",3,Tee’s Coney Island (Deluxe),True,42,2023-11-07,,2.656,184,G,Major,66,77,74,32,0,20,39
Maybe Man,AJR,1,The Maybe Man,False,53,2023-11-10,,3.6682166666666665,132,E,Major,45,42,48,59,0,35,5
Touchy Feely Fool,AJR,1,The Maybe Man,False,51,2023-11-10,,3.5833333333333335,81,D,Major,52,59,75,16,0,32,8
Yes I'm A Mess,AJR,1,The Maybe Man,False,49,2023-11-10,,2.74955,91,D,Minor,73,40,64,3,0,11,8
The Dumb Song,AJR,1,The Maybe Man,False,48,2023-11-10,,3.7657833333333333,170,C,Major,50,73,75,6,1,40,6
Inertia,AJR,1,The Maybe Man,False,50,2023-11-10,,3.6822166666666667,175,C#,Major,45,68,59,4,0,36,5
Turning Out Pt. iii,AJR,1,The Maybe Man,False,48,2023-11-10,,3.8497833333333333,101,C,Major,64,42,38,71,0,17,3
Hole in the Bottom of My Brain,AJR,1,The Maybe Man,False,48,2023-11-10,,3.13155,123,E,Major,75,69,60,6,0,33,6
The DJ is Crying for Help,AJR,1,The Maybe Man,False,46,2023-11-10,,3.6586666666666665,145,D,Major,55,38,68,5,1,11,6
I Won't,AJR,1,The Maybe Man,False,45,2023-11-10,,2.8071166666666665,80,F,Major,49,45,74,2,0,37,10
Steve’s Going to London,AJR,1,The Maybe Man,False,48,2023-11-10,,4.7957833333333335,81,B,Major,44,45,70,7,0,22,22
God is Really Real,AJR,1,The Maybe Man,False,44,2023-11-10,,2.98445,134,F,Major,71,60,32,59,0,14,5
2085,AJR,1,The Maybe Man,False,47,2023-11-10,,5.525783333333333,132,A,Major,41,23,51,42,0,31,4
Welcome to Walkerworld,Alan Walker,1,Walkerworld,False,60,2023-11-10,,2.7775,127,B,Minor,53,12,81,5,19,11,4
Heart over Mind,"Alan Walker, Daya",2,Walkerworld,False,69,2023-11-10,,3.159466666666667,116,E,Minor,61,38,73,1,1,16,3
Spectre 2.0,"Alan Walker, Steve Aoki, Lonely Club",3,Walkerworld,False,62,2023-11-10,,2.943,173,A,Minor,44,55,61,4,1,69,24
"Better Off (Alone, Pt. III)","Alan Walker, Dash Berlin, Vikkstar",3,Walkerworld,False,62,2023-11-10,,2.528383333333333,129,A,Minor,51,38,70,4,0,16,5
Endless Summer,"Alan Walker, Zak Abel",2,Walkerworld,True,58,2023-11-10,,3.11735,124,F#,Major,59,39,81,1,0,7,5
Hero,"Alan Walker, Sasha Alex Sloan",2,Walkerworld,False,0,2023-11-10,,2.9211833333333335,126,F,Major,60,8,74,3,1,22,3
Born to Ride,"Alan Walker, Sophie Stray",2,Walkerworld,False,57,2023-11-10,,2.7282166666666665,160,C#,Minor,62,39,72,6,1,33,24
Yesterday,"Alan Walker, Ali Gatie",2,Walkerworld,False,58,2023-11-10,,2.6849666666666665,106,A#,Minor,63,52,69,13,0,29,3
Land Of The Heroes,"Alan Walker, Sophie Stray",2,Walkerworld,False,0,2023-11-10,,2.9346666666666668,127,B,Minor,50,23,84,3,3,7,6
Darkride,Alan Walker,1,Walkerworld,False,55,2023-11-10,,1.8802,127,D,Minor,67,35,55,10,97,10,3
